concepto,anio,provinciaid,provincia,egb_1y2_total,egb_1,egb_2,egb_3,egb_4,egb_5,egb_6,egb_3_total,egb_7,egb_8,egb_9,poli_total,poli_1,poli_2,poli_3
promocion,2004,62,RIO NEGRO                      ,92.4645390071,89.3509857533,94.3060498221,94.8975011223,93.1603076013,91.8406211089,91.3373974562,71.8234953399,94.5552389997,59.4866223007,61.8832391714,72.8306516303,74.6273995469,77.175125488,64.6254881079
promocion,2004,66,SALTA                          ,91.215235996,87.0664297095,91.3735507958,92.4869330636,91.8958562523,91.9419879731,93.1551401869,83.8482355778,102.1799027553,78.8337665273,70.2114029468,77.9245671888,83.6672247561,80.2877440153,68.300110742
promocion,2004,70,SAN JUAN                       ,88.4695310958,80.9520989993,88.9777115372,91.3698152666,89.5078654929,89.7177715714,92.1359835936,79.3578112927,86.7012497053,72.314453125,78.664921466,75.991861648,72.9013414106,82.844614963,72.4575572771
promocion,2004,74,SAN LUIS                       ,87.0740388343,79.1021530005,87.5286840267,92.781226981,87.25584374,87.313601446,90.0889767672,79.6327720489,83.273467433,76.7083120857,78.5324885811,78.5077782812,78.9241960184,77.9603011636,78.5694635488
promocion,2004,78,SANTA CRUZ                     ,88.5657200878,89.2216711179,94.2995755003,94.1118356056,88.6002326483,84.2268240759,80.9725585149,70.1271025192,67.4694189602,65.5781704317,80.0931315483,73.7283950617,75.3505765036,76.6028002948,67.7537896187
promocion,2004,82,SANTA FE                ,91.1888494429,87.3043645761,92.3332332232,92.1738700262,91.6395059252,92.5647293761,91.3068428832,83.359408657,98.470894874,74.9707264405,77.3703933864,72.368940754,66.8200330215,77.3598398169,74.8702240851
promocion,2004,86,SANTIAGO DEL ESTERO,84.6534582029,74.438993842,85.5631562202,87.2851354233,85.7831433848,88.5224079278,90.2683134583,75.9439819712,77.2621035058,77.7745475689,71.7870204984,84.4216067176,83.777677361,85.9151393422,83.5510605422
promocion,2004,94,TIERRA DEL FUEGO               ,97.9483384905,97.9385780395,100.2548853016,98.420221169,96.2495216227,97.3788721207,97.6537216828,76.4030310206,88.4892086331,76.7652992603,63.5215453195,76.4245153711,79.6875,78.4058790277,69.0546528804
promocion,2004,90,TUCUMAN                        ,91.8582325504,88.8525429514,91.5948464752,92.4842719043,91.6243815806,92.9928456509,94.2247245346,83.2691923563,97.2480448576,74.0724029017,77.3258239466,81.5478101353,76.7974039053,86.898453945,82.483277592
repitencia,2004,6,BUENOS AIRES ,5.3467806617,6.8384795608,5.5250041447,4.8036607504,4.7108117348,5.0075086349,5.1202143836,9.8176630952,9.6337360916,11.8801920252,7.6198535005,8.8921705876,12.2965627749,9.8405856301,1.6999862126
repitencia,2004,10,CATAMARCA                      ,5.9548444313,8.1558817449,5.71060541,5.8171142764,6.4416840717,5.1154529307,4.1572364503,6.5830159086,5.9459459459,7.3482428115,6.4985742158,4.9024360684,5.8480453972,7.2615269741,1.020620704
repitencia,2004,22,CHACO                          ,8.4915437886,14.1557098537,9.5409273795,8.8973304524,6.3097302683,5.1542707382,4.762676827,10.8376852077,4.2313664596,14.7008759912,14.069136068,6.1809140294,10.8748863557,5.2871319343,0.7878554958
repitencia,2004,26,CHUBUT                         ,7.187253185,10.0741897696,6.1585993821,6.3232572486,7.53894081,7.0557582074,5.7620220628,12.440209129,9.9794450154,13.5934200289,14.0863867993,8.9073367736,13.9081512495,8.5678881218,0.9038800705
repitencia,2004,2,CIUDAD DE BUENOS AIRES,2.3806025636,3.8266231411,2.3126611553,2.0220976951,2.0037553648,2.0749057486,1.9870597472,9.2483522089,0.7325116229,12.5926870206,13.0554482226,6.7977797574,10.4356425337,7.2585910143,1.6252039831
repitencia,2004,14,CORDOBA                        ,4.1220304193,7.1706094313,4.0209255533,3.9509898199,4.2928371641,3.510526579,1.5448623947,12.837762081,13.9553499956,13.3637090328,10.5991069214,5.5439291799,10.2299890923,4.096730803,0.5797101449
repitencia,2004,18,CORRIENTES                     ,11.9599284346,16.2764988945,14.4947285376,13.5788344655,10.888596656,7.8557658605,6.0926415357,7.9416825138,7.3344087106,7.950889985,8.6517189836,6.6651565774,9.763121895,6.8643512451,1.7351697213
repitencia,2004,30,ENTRE RIOS                     ,8.9552047972,14.7984152878,8.7312315055,7.5950839375,8.4812077619,7.6832295609,5.0548320768,13.6353489203,11.9399389754,16.3322091062,12.4643145704,6.0058848655,9.8825587206,6.0975609756,0.9163987138
repitencia,2004,34,FORMOSA                        ,11.0969563787,18.4152372935,12.2403915016,9.8148379832,10.1039147768,7.7144502015,5.3954120133,10.8023246206,3.6541959978,14.1337156656,15.2420284287,5.9545015013,7.0438006316,7.2206303725,2.8406981062
repitencia,2004,38,JUJUY                          ,4.4754050564,6.355151299,4.8965517241,4.2714347799,4.7986289632,3.5625199872,2.7593019427,10.6657639359,1.7804154303,13.9301915323,16.5393093314,11.8552708024,16.5248167186,13.1175630652,3.8792102207
repitencia,2004,42,LA PAMPA                       ,5.540227348,8.0974325214,4.7798330332,5.552792972,5.1587301587,5.7866487756,3.8563829787,13.30359632,9.7774366846,17.8400764575,12.2325943213,9.9769958252,14.3920068027,11.6291390728,1.6881522406
repitencia,2004,46,LA RIOJA                       ,7.9018378838,12.7982903953,7.7327985963,8.32,7.3315636456,6.049966239,4.4309055663,8.5472266163,9.1926135598,9.2138884714,6.8778280543,2.0174152944,3.1932000919,2.1439509954,0.3305288462
repitencia,2004,50,MENDOZA                        ,6.3995407691,10.2468274997,6.6650719134,5.5415617128,5.6726523403,5.2269643518,4.6992772729,11.4733674708,2.662465031,15.6034016895,15.9995783111,7.1556441262,12.255810037,6.0635226179,1.1457214465
repitencia,2004,54,MISIONES                       ,9.4056477825,13.5752250786,9.7777507525,8.6116979139,9.3387674794,7.570388255,5.4209375134,10.949908369,9.506227758,12.2755533449,11.3048265737,4.6012674941,7.094017094,5.3431273898,0.3811503812
repitencia,2004,58,NEUQUEN                        ,6.4389236842,7.4858286095,6.0998919638,6.5653190778,6.2281722934,6.8857071919,5.3286121427,13.5662130767,2.3530411145,18.971722365,18.9896926363,9.7654118931,15.5607247796,8.9230769231,2.1474067334
repitencia,2004,62,RIO NEGRO                      ,6.9222813239,10.1597352137,5.9015421115,5.6112524315,6.4256137238,7.7125906394,5.5844058102,15.2335316729,2.1130104463,23.0476707864,20.0094161959,9.7815316378,14.7609395493,10.9732292248,0.851970181
repitencia,2004,66,SALTA                          ,6.7082016621,10.3474690526,7.4245103819,6.4474793458,6.2039537287,5.1397240891,3.9626168224,9.1369470271,2.6175040519,10.7243756357,14.2088404869,5.7151690025,7.8171006293,7.0204763895,1.6818936877
repitencia,2004,70,SAN JUAN                       ,8.0697029151,12.9374148854,8.9357089628,7.0407807598,7.7644681772,6.313391151,3.9596150812,10.0621011361,7.985538002,13.8671875,8.0144985904,5.5597328498,9.8550411077,4.2888462592,0.5439261579
repitencia,2004,74,SAN LUIS                       ,9.3596927089,13.9807604214,9.4881771925,7.744922656,8.7202476251,8.3709896069,6.6856154226,10.8253926815,9.6024904215,11.8306986232,11.168410196,4.2893822685,6.0681470138,5.3388090349,0.4676753783
repitencia,2004,78,SANTA CRUZ                     ,11.50961318,12.0755436856,7.4186375581,7.5676743727,11.8844513377,15.1538610412,14.8305084746,20.831113479,24.7706422018,23.3952135987,11.4959254948,10.1111111111,13.2128388906,12.3434045689,2.7560863574
repitencia,2004,82,SANTA FE                ,6.8764373591,10.6249097067,7.3814529316,6.551456887,6.3815206672,5.5915163201,4.4448308843,8.5288982609,3.1607298002,12.3161848568,9.6567048943,7.3258527828,12.2465602642,6.9450800915,0.5481218765
repitencia,2004,86,SANTIAGO DEL ESTERO,11.3060794528,19.4169015065,12.8897550111,10.1599488164,10.432902383,6.9713553222,3.9182282794,8.1704456607,4.4796883695,9.9062431863,11.7802160415,5.2512846221,7.4785359241,6.2390158172,1.3765978368
repitencia,2004,94,TIERRA DEL FUEGO               ,3.3768330418,3.5338662179,2.3789294817,4.2654028436,4.4010715653,3.3359809373,2.2249190939,17.6059673218,13.9208633094,17.6866173504,21.3224368499,7.2645388682,9.8286290323,8.8185415489,1.4771048744
repitencia,2004,90,TUCUMAN                        ,6.1414126658,8.7097508249,7.0320488475,6.1531379469,5.9875681847,4.7581556157,3.5197402508,8.9207004461,5.8764940239,11.4782548332,9.3815185649,5.3152946572,8.9520505791,4.7107498004,0.5769230769
abandono,2005,6,BUENOS AIRES ,0.9833895686,1.4998688926,0.3502393722,0.1260835866,0.3189138213,1.0476468017,2.6289815722,11.3389188754,7.8567727411,12.9794001927,13.5253065074,24.9681927753,25.7832317252,17.0626108886,33.5885808807
abandono,2005,10,CATAMARCA                      ,1.6135620915,3.964427301,0.7747708424,1.0062756979,0.9405776253,2.7491023339,0.0612144956,3.4029389018,1.9176136364,2.6124633618,6.0896976644,17.8987357539,15.9015302728,13.9105234559,25.4199823165
abandono,2005,22,CHACO                          ,3.2581586628,4.1259758378,2.2213420471,2.4000824063,3.1476997579,4.1301481424,3.5786121354,10.5652193157,-2.597046317,16.3405853811,17.4577437107,11.5533927497,21.5928659287,-1.0939093353,8.7399013745
abandono,2005,26,CHUBUT                         ,0.8378833144,0.8492776259,0.0720906282,-0.6888751799,1.214953271,0.9275664409,2.7310699368,5.6546405132,3.1551901336,5.2684228076,9.0269352099,15.8963428315,15.334292817,11.8428040361,21.8915343915
abandono,2005,2,CIUDAD DE BUENOS AIRES,0.7009273604,1.8688960475,0.7519991527,-0.186383364,0.7545785626,-0.211478745,1.1858895538,4.3145369891,-11.4603044015,10.4771959459,11.0903873745,12.0547230224,8.1118731247,8.6004225813,21.2279601366
abandono,2005,14,CORDOBA                        ,0.7593144602,0.825673781,-0.0639375707,-0.0340621553,0.4229907937,1.4098141369,2.1143114623,9.8468707283,9.7420014523,9.8058835301,10.0259145196,14.3683495055,15.2102225886,9.5912185466,18.5000337223
abandono,2005,18,CORRIENTES                     ,3.8416135028,3.805725592,2.1959874917,0.506243672,6.7637478444,8.5490618399,1.3832157445,2.4901085339,-2.5320211661,-4.1124357432,15.8881321198,16.5212131686,19.2220309811,16.6565296724,11.8249856074
abandono,2005,30,ENTRE RIOS                     ,1.6145507476,2.4806777144,1.0619731907,0.5445119905,1.7094017094,2.397817945,1.4515989254,12.0913641501,9.5765967664,14.5115777243,12.3286232074,12.7974213233,13.4980869347,10.2947880261,14.6844660194
abandono,2005,34,FORMOSA                        ,2.6543249694,5.1988929289,1.7086555251,0.6615423387,2.7779555783,2.6742129466,2.4758220503,9.15823122,-3.8406029506,14.282647585,17.3172270801,14.5904702585,8.5103448276,15.0542495479,22.2118959108
abandono,2005,38,JUJUY                          ,1.3427895981,1.261849457,0.8109104313,1.0140306122,1.4216538366,1.6659332369,1.9118706214,10.9600089616,2.1103345321,14.3221729355,16.5463879176,16.8219043267,13.4179912974,11.8419658934,27.8358497871
abandono,2005,42,LA PAMPA                       ,0.5286095881,0.735042735,-0.5690636317,-0.2130099951,0.6158455393,1.9008264463,0.6776715899,10.7760062437,7.4068249725,12.6891015746,12.5465594981,16.7586025742,15.7894736842,12.237394958,24.1578768289
abandono,2005,46,LA RIOJA                       ,1.1215552232,3.3919134816,-0.0774793388,-0.5985037406,0.1876407305,2.333117304,1.5,9.548493363,8.1404320988,10.1291248207,10.7191316147,8.6836664369,5.7187360926,4.1755319149,17.71019678
abandono,2005,50,MENDOZA                        ,1.6346101184,2.734916905,0.9291418054,0.2359703524,2.5126963505,2.5463239689,0.7090169147,10.5459640904,0.3007081191,15.4010191647,15.4962579562,18.3837037571,16.4355280284,10.9286813751,29.4777070064
abandono,2005,54,MISIONES                       ,3.3073929961,3.4999424825,2.025715672,2.3063464291,3.4229663453,5.0580150952,4.0309879539,12.2204564445,9.6220377097,12.542666218,15.340112202,15.5152887882,15.6255178128,12.8448804414,18.5525349008
abandono,2005,58,NEUQUEN                        ,1.8068605104,1.628021707,0.6721116216,0.9352695053,2.0918070889,2.9956967891,2.518784153,11.3289581624,0.9785438549,16.7214490524,14.7592526051,14.9721380389,14.3027271645,11.354702147,20.3965485588
abandono,2005,62,RIO NEGRO                      ,0.7390809151,0.8746141408,0.0908127743,-0.5122494432,0.1844610049,1.0328157047,2.7784052406,13.0297867947,4.2988413903,18.42654152,15.4616444649,17.9115890084,12.3432979749,12.7164348567,32.7422532689
abandono,2005,66,SALTA                          ,2.0949186122,2.596259626,1.7404341308,0.9224473366,1.8266866976,2.7705985733,2.7650450983,4.6456178133,-13.1223480867,11.8938179227,15.0773036487,17.2178577462,10.9048465985,14.07327036,29.1118901548
abandono,2005,70,SAN JUAN                       ,3.4607659891,6.1104861152,2.0865795,1.5894039735,2.7276663299,3.9688372777,3.9044013251,10.5800875712,5.3132122927,13.818359375,13.3205799436,18.4484055022,17.2436174816,12.8665387777,26.998516565
abandono,2005,74,SAN LUIS                       ,2.0695233239,5.3107035313,1.6588419405,-0.1892943527,2.5326966992,1.7496635262,0.6529625151,9.9365934161,6.4412045889,11.8355955854,12.0442804428,14.4737843391,13.9252336449,12.4168005508,17.9382644147
abandono,2005,78,SANTA CRUZ                     ,-0.3535613268,-1.6717909301,-2.2997620936,-0.4556259905,-1.599702381,0.8780123295,3.0469825044,9.5234549516,8.9017550208,10.4895104895,9.2275323114,17.4523209788,14.0203193033,13.4398837632,28.1439925199
abandono,2005,82,SANTA FE                ,1.2221968537,1.9781871682,0.16663266,0.5766118155,0.9428116889,2.1799397331,1.4735907679,8.4455611582,-1.5813551385,12.9969584215,13.2578819725,19.6613147418,21.1100710548,13.1722644215,24.9751975014
abandono,2005,86,SANTIAGO DEL ESTERO,3.1670278882,5.1833385271,1.4043917685,2.3434884499,3.4723441615,3.9937429731,2.1507677492,13.8389886893,15.5206397477,8.1917754312,18.4924706272,14.2462542898,10.6980860715,10.7165423986,22.8896571593
abandono,2005,94,TIERRA DEL FUEGO               ,-1.8106223176,-3.5364294844,-2.7684563758,-2.1069692058,-2.22477944,-0.2693343594,-0.1595532509,5.5295327316,-0.3436426117,7.4012056263,9.5554777739,14.8842548307,9.4575132021,11.68681635,26.8656716418
abandono,2005,90,TUCUMAN                        ,1.383005363,1.3657766209,0.8500772798,0.9653146266,1.2896577567,1.7403652455,2.2565194252,11.0118431783,3.8844214257,14.3112339479,15.8210890233,14.9231372007,14.2756142108,9.9686956522,21.750685159
promocion,2005,6,BUENOS AIRES ,93.3443254568,91.400052443,93.8684712573,94.8259296432,94.5151142115,93.516683666,91.9190582256,75.7668371868,78.8839852056,71.8446355725,76.6484334067,65.6709975546,61.0138592124,72.8745662095,64.9348334474
promocion,2005,10,CATAMARCA                      ,92.5393642305,87.9567127397,93.3653426451,93.096732309,93.07292243,92.1790843806,96.0210577865,89.9329724156,91.8678977273,89.1041162228,88.5227109901,77.7355670424,78.9088489687,80.0579605144,73.3421750663
promocion,2005,22,CHACO                          ,88.3841867869,81.6557333254,88.2529623395,88.8648537289,90.7766809462,91.1386023424,91.795172645,77.625813305,96.9640162773,68.422288308,68.4011399371,81.6857127235,69.729397294,92.9822935014,89.2980799496
promocion,2005,26,CHUBUT                         ,91.9748635006,89.0765326045,93.7693099897,94.3656179313,91.246105919,92.0166753517,91.5069080004,81.9051503578,86.865364851,81.1381571635,76.8866779908,75.1963203949,70.7575559335,79.5893078421,77.2045855379
promocion,2005,2,CIUDAD DE BUENOS AIRES,96.9292495928,94.6464181623,96.8410739819,98.2000692281,97.0445672964,98.0833065639,96.8576659289,86.1992120657,110.788427259,76.4970439189,75.7460545194,81.3588413012,81.6143377625,84.6204207958,77.2074709039
promocion,2005,14,CORDOBA                        ,95.1427101941,91.9099548216,95.8375002049,96.2856030624,95.5096624368,95.0718107575,96.4697930748,75.4600242395,75.3456528504,73.4624107798,77.8543528882,79.009984531,72.9298342035,85.2922652431,80.8997099885
promocion,2005,18,CORRIENTES                     ,81.9347465716,73.0538551908,80.5980113137,86.1026737166,81.5788465223,82.2764362341,91.9235053843,85.0393843697,91.8500568716,89.3853221043,71.9486468567,78.4267980069,74.8571428571,76.8615865844,86.4709268854
promocion,2005,30,ENTRE RIOS                     ,90.2750290479,83.7254041648,91.1328951766,92.1418714803,90.727081138,91.2554958476,93.9682814802,73.9148305271,78.489675044,68.3168727695,74.9960603036,81.1126694717,76.9303142445,83.5511320468,84.1106102635
promocion,2005,34,FORMOSA                        ,86.102689802,75.2374233462,85.7632826141,89.7555443548,87.6272162837,89.4304916873,92.0464216634,80.7059136921,98.019563823,71.4991055456,72.8387271252,80.0633239904,83.6275862069,79.0837854129,76.468401487
promocion,2005,38,JUJUY                          ,94.6614131862,92.5795718501,94.9133800221,95.2614795918,95.2942637199,94.7381655875,95.2006809402,78.5907919794,95.5350478388,71.3131190375,68.9234431962,71.4948507961,70.7397211615,76.0512657557,67.0409085043
promocion,2005,42,LA PAMPA                       ,93.8816251933,90.2222222222,95.6716675289,94.9369162707,93.9247669774,92.9256198347,95.638575152,77.0487233805,83.0633747445,71.5652979315,76.5144089394,74.1178530777,71.4377406932,76.8644957983,74.8213678122
promocion,2005,46,LA RIOJA                       ,91.8692587054,85.2648396215,93.2980371901,93.1421446384,92.9447085314,92.5081011017,94.5,80.098827633,81.2885802469,77.9340028694,81.0888738128,86.3456237078,86.6043613707,90.3191489362,81.5444245677
promocion,2005,50,MENDOZA                        ,91.125406412,86.7925596671,92.0265977974,93.0812282559,90.8084327389,90.9473998805,93.5012081903,76.2728879315,96.2977333721,64.7557328016,69.1578652864,73.8229890854,70.1090615322,82.7489880851,69.1210191083
promocion,2005,54,MISIONES                       ,87.7666711391,84.0043713333,88.4916302766,89.0854143471,87.5629967867,87.5370808456,91.0696803303,76.2521093763,80.159142017,74.0733618576,73.6208508649,79.7481846646,77.1582435791,81.8822808093,81.0188586823
promocion,2005,58,NEUQUEN                        ,92.047033969,91.2514389081,93.3979921729,92.928049881,91.8900971196,90.5246607084,92.3326502732,71.4875581077,96.6334500404,59.0321001469,62.3248293209,73.3942711898,67.8813862094,77.9407317811,76.3723150358
promocion,2005,62,RIO NEGRO                      ,92.3343567396,88.8872556225,93.9458150446,94.8329621381,93.0199955729,92.147670671,91.2205406219,72.0948841051,93.4718337994,58.9036631469,66.1093247588,72.9366786141,73.9995178399,77.1643485666,66.0218520509
promocion,2005,66,SALTA                          ,90.7000697931,86.4717900361,90.3363535623,92.4325774856,91.2967768369,91.5055653193,92.6659766376,85.3760463536,109.9303203706,74.1991804739,72.3026180169,74.8775130934,78.5126722988,75.9828950728,68.8358165352
promocion,2005,70,SAN JUAN                       ,88.4695310958,80.9520989993,88.9777115372,91.3698152666,89.5078654929,89.7177715714,92.1359835936,79.3578112927,86.7012497053,72.314453125,78.664921466,75.991861648,72.9013414106,82.844614963,72.4575572771
promocion,2005,74,SAN LUIS                       ,88.2299157773,82.0056574505,89.420970266,91.870859186,87.2430973635,88.313144908,91.9709794438,77.0780856423,81.2021988528,73.8805023468,75.704797048,78.9894224184,75.7009345794,81.3862749598,81.0716365754
promocion,2005,78,SANTA CRUZ                     ,88.7792491643,89.6617986164,95.0436161776,91.7393026941,88.8206845238,84.1023725014,83.605268331,66.6567386448,61.4076352452,64.6416083916,78.148482116,71.0687297589,69.8693759071,73.8103886669,69.471715755
promocion,2005,82,SANTA FE                ,92.0537473469,87.2385338707,92.9793239475,92.9660102509,92.8292723771,92.5940594059,94.0932090546,80.9522719338,97.7684521451,72.2320863376,74.175056956,71.2921253808,63.1408756329,80.3209176047,74.495682528
promocion,2005,86,SANTIAGO DEL ESTERO,85.380574414,75.2224645961,85.7003693632,87.2363575494,86.8568920105,88.439165078,93.1357337756,76.3051674429,79.5123050065,78.8482980258,68.3849081582,79.6476102787,80.8275251687,81.6251737647,75.8571016998
promocion,2005,94,TIERRA DEL FUEGO               ,98.1357296137,99.6591393268,100.1677852349,98.095623987,97.9670118911,95.8830319354,97.3274830475,73.6204729807,80.7560137457,72.7729403885,67.2383619181,77.9605892481,79.452712434,80.1957397812,72.9921819474
promocion,2005,90,TUCUMAN                        ,93.4000751236,90.8080601293,92.8724289621,93.4976166921,94.0856857357,94.4486641789,95.1534504169,79.7485302531,87.6550361183,74.2020290539,76.8323249784,80.7831478024,78.7309255877,85.8852173913,77.5849181962
repitencia,2005,6,BUENOS AIRES ,5.6722849746,7.1000786645,5.7812893704,5.0479867702,5.1659719673,5.4356695323,5.4519602022,12.8942439378,13.2592420534,15.1759642347,9.8262600859,9.3608096701,13.2029090624,10.0628229019,1.4765856719
repitencia,2005,10,CATAMARCA                      ,5.847073678,8.0788599593,5.8598865124,5.8969919931,5.9864999447,5.0718132855,3.9177277179,6.6640886827,6.2144886364,8.2834204154,5.3875913455,4.3656972037,5.1896207585,6.0315160297,1.2378426172
repitencia,2005,22,CHACO                          ,8.3576545503,14.2182908368,9.5256956134,8.7350638649,6.075619296,4.7312495152,4.6262152196,11.8089673793,5.6330300398,15.2371263108,14.1411163522,6.7608945268,8.6777367774,8.1116158339,1.9620186759
repitencia,2005,26,CHUBUT                         ,7.187253185,10.0741897696,6.1585993821,6.3232572486,7.53894081,7.0557582074,5.7620220628,12.440209129,9.9794450154,13.5934200289,14.0863867993,8.9073367736,13.9081512495,8.5678881218,0.9038800705
repitencia,2005,2,CIUDAD DE BUENOS AIRES,2.3698230467,3.4846857903,2.4069268654,1.9863141358,2.200854141,2.1281721812,1.9564445173,9.4862509451,0.6718771425,13.0257601351,13.1635581062,6.5864356764,10.2737891127,6.7791566229,1.5645689595
repitencia,2005,14,CORDOBA                        ,4.0979753458,7.2643713974,4.2264373658,3.748459093,4.0673467695,3.5183751056,1.4158954629,14.6931050322,14.9123456973,16.7317056901,12.1197325922,6.6216659635,11.8599432078,5.1165162103,0.6002562892
repitencia,2005,18,CORRIENTES                     ,14.2236399257,23.1404192172,17.2060011946,13.3910826115,11.6574056333,9.174501926,6.6932788711,12.4705070964,10.6819642945,14.7271136388,12.1632210234,5.0519888246,5.9208261618,6.4818837432,1.7040875072
repitencia,2005,30,ENTRE RIOS                     ,8.1104202045,13.7939181208,7.8051316327,7.3136165293,7.5635171526,6.3466862075,4.5801195944,13.9938053227,11.9337281895,17.1715495062,12.6753164889,6.089909205,9.5715988208,6.1540799271,1.2049237171
repitencia,2005,34,FORMOSA                        ,11.2429852287,19.563683725,12.5280618608,9.5829133065,9.594828138,7.8952953661,5.4777562863,10.1358550879,5.8210391276,14.2182468694,9.8440457946,5.3462057511,7.8620689655,5.8619650392,1.3197026022
repitencia,2005,38,JUJUY                          ,3.9957972157,6.1585786929,4.2757095466,3.7244897959,3.2840824435,3.5959011756,2.8874484384,10.449199059,2.3546176291,14.364708027,14.5301688862,11.6832448772,15.8422875411,12.1067683508,5.1232417086
repitencia,2005,42,LA PAMPA                       ,5.5897652186,9.0427350427,4.8973961028,5.2760937244,5.4593874834,5.173553719,3.683753258,12.1752703757,9.5298002831,15.745600494,10.9390315624,9.1235443481,12.7727856226,10.8981092437,1.020755359
repitencia,2005,46,LA RIOJA                       ,7.0091860714,11.3432468969,6.7794421488,7.4563591022,6.8676507381,5.1587815943,4,10.352679004,10.5709876543,11.9368723099,8.1919945726,4.9707098553,7.6769025367,5.5053191489,0.7453786524
repitencia,2005,50,MENDOZA                        ,7.2399834697,10.472523428,7.0442603972,6.6828013916,6.6788709106,6.5062761506,5.7897748951,13.1811479781,3.4015585087,19.8432480337,15.3458767574,7.7933071575,13.4554104394,6.3223305399,1.4012738854
repitencia,2005,54,MISIONES                       ,8.9259358648,12.4956861843,9.4826540514,8.6082392238,9.0140368679,7.4049040592,4.8993317158,11.5274341793,10.2188202733,13.3839719244,11.0390369331,4.7365265472,7.2162386081,5.2728387492,0.4286064169
repitencia,2005,58,NEUQUEN                        ,6.1461055207,7.120539385,5.9298962055,6.1366806137,6.0180957915,6.4796425025,5.1485655738,17.1834837298,2.3880061047,24.2464508008,22.915918074,11.6335907713,17.8158866262,10.704566072,3.2311364054
repitencia,2005,62,RIO NEGRO                      ,6.9265623453,10.2381302367,5.963372181,5.6792873051,6.7955434221,6.8195136244,6.0010541375,14.8753291002,2.2293248102,22.6697953331,18.4290307763,9.1517323775,13.6571841851,10.1192165768,1.2358946803
repitencia,2005,66,SALTA                          ,7.2050115947,10.9319503379,7.9232123069,6.6449751778,6.8765364654,5.7238361074,4.5689782641,9.978335833,3.1920277161,13.9070016034,12.6200783344,7.9046291603,10.5824811027,9.9438345673,2.05229331
repitencia,2005,70,SAN JUAN                       ,8.0697029151,12.9374148854,8.9357089628,7.0407807598,7.7644681772,6.313391151,3.9596150812,10.0621011361,7.985538002,13.8671875,8.0144985904,5.5597328498,9.8550411077,4.2888462592,0.5439261579
repitencia,2005,74,SAN LUIS                       ,9.7005608988,12.6836390182,8.9201877934,8.3184351667,10.2242059373,9.9371915657,7.3760580411,12.9853209415,12.3565965583,14.2839020677,12.2509225092,6.5367932425,10.3738317757,6.1969244893,0.9900990099
repitencia,2005,78,SANTA CRUZ                     ,11.5743121625,12.0099923136,7.2561459159,8.7163232964,12.7790178571,15.0196151691,13.3477491645,23.8198064036,29.690609734,24.8688811189,12.6239855726,11.4789492623,16.1103047896,12.7497275699,2.3842917251
repitencia,2005,82,SANTA FE                ,6.7240557994,10.7832789612,6.8540433925,6.4573779336,6.227915934,5.226000861,4.4332001775,10.602166908,3.8129029934,14.7709552409,12.5670610715,9.0465598774,15.7490533123,6.5068179738,0.5291199706
repitencia,2005,86,SANTIAGO DEL ESTERO,11.4523976978,19.5941968768,12.8952388684,10.4201540007,9.6707638279,7.567091949,4.7134984752,9.8558438678,4.9670552458,12.9599265429,13.1226212146,6.1061354315,8.4743887598,7.6582838367,1.2532411409
repitencia,2005,94,TIERRA DEL FUEGO               ,3.6748927039,3.8772901576,2.6006711409,4.0113452188,4.2577675489,4.386302424,2.8320702034,20.8499942877,19.587628866,19.8258539853,23.206160308,7.1551559212,11.0897743639,8.1174438687,0.1421464108
repitencia,2005,90,TUCUMAN                        ,5.2169195134,7.8261632498,6.2774937582,5.5370686812,4.6246565076,3.8109705756,2.5900301579,9.2396265686,8.460542456,11.4867369982,7.3465859983,4.2937149969,6.9934602015,4.1460869565,0.6643966448
abandono,2006,6,BUENOS AIRES ,1.3306850608,1.9065337671,0.8385948221,0.8009923284,0.7632960381,1.469899316,2.2014538668,9.6160723458,7.9071924776,12.0551794513,8.9204058625,22.8879152515,23.8101957306,16.1204876167,30.021026928
abandono,2006,10,CATAMARCA                      ,1.2555637982,2.3399790136,-0.3887491425,0.5933413911,1.0169491525,2.2904208507,1.6168717047,9.0166290289,5.0606343284,11.1758411604,11.1563517915,16.1727402091,14.2662632375,10.9710458932,24.8882931189
abandono,2006,22,CHACO                          ,3.2600921573,4.0759150474,1.8160881724,2.8652414453,2.6861006106,4.7207784595,3.5358666938,8.0667801571,-3.5858797265,12.0274092666,15.4881162836,13.0022633471,11.1272727273,9.6618357488,19.770969952
abandono,2006,26,CHUBUT                         ,0.4141785459,1.2393936505,-0.0926307122,-2.2275737508,0.7969303424,1.5666568135,1.1416709912,8.5028817443,4.1658301546,9.7659323367,12.0041512915,20.7212430427,17.7636903156,13.8647866956,34.6350534635
abandono,2006,2,CIUDAD DE BUENOS AIRES,0.676565707,1.9901853871,0.7382214137,-0.3135132238,0.3101720527,-0.4202569118,1.665060499,5.0144671275,-10.22481865,9.6010135716,13.0852542292,12.2119582794,8.3206045502,8.1360901567,21.8598532059
abandono,2006,14,CORDOBA                        ,0.7600925234,1.1706754376,0.131546894,0.0181013346,0.4982690006,1.0490625577,1.7890686266,9.9269694871,7.6342218531,11.21605861,11.3790713791,14.6655020881,14.4487966318,9.2182517212,21.4138449174
